Competition Year,Team,Team Seed,Draw,Relative Draw,Athlete Name,Delivery,Player Position,,In Turn Draws,Percent,Out-Turn Draws,Percent,Total,Total Percent,,In-Turn Hits,Percent,Out-Turn Hits,Percent,Total,Total Perent,,In-Turns,Percent,Out-Turns,Percent,Total,Overall Perent
2018,saskatchewan,6,16,8,Rayann Zerr,Right,Lead,,5,95%,8,88%,13,90%,,3,100%,2,25%,5,70%,,8,97%,10,75%,18,85%
2018,saskatchewan,6,18,9,Renee Michaud,,alternate,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2018,saskatchewan,6,18,9,Sara England,Right,Fourth,,4,63%,3,58%,7,61%,,5,75%,5,60%,10,68%,,9,69%,8,59%,17,65%
2018,saskatchewan,6,18,9,Shelby Brandt,Right,Third,,6,67%,5,80%,11,73%,,4,69%,5,60%,9,64%,,10,68%,10,70%,20,69%
2018,saskatchewan,6,18,9,Stasia Wisniewski,Right,Second,,7,50%,3,75%,10,58%,,3,100%,7,86%,10,90%,,10,65%,10,83%,20,74%
2018,saskatchewan,6,18,9,Rayann Zerr,Right,Lead,,10,75%,8,69%,18,72%,,1,100%,1,100%,2,100%,,11,77%,9,72%,20,75%
2018,yukon,7,1,1,Kelsey Meger,Right,Fourth,,4,88%,4,19%,8,53%,,4,69%,3,83%,7,75%,,8,78%,7,46%,15,63%
2018,yukon,7,1,1,Emily Matthews,Right,Third,,2,88%,1,50%,3,75%,,5,30%,8,47%,13,40%,,7,46%,9,47%,16,47%
2018,yukon,7,1,1,Peyton L'Henaff,Right,Second,,3,50%,3,75%,6,63%,,5,35%,5,50%,10,43%,,8,41%,8,59%,16,50%
2018,yukon,7,1,1,Zaria Netro ,Right,Lead,,4,56%,9,47%,13,50%,,3,33%,0,0%,3,33%,,7,46%,9,47%,16,47%
2018,yukon,7,2,2,Kelsey Meger,Right,Fourth,,6,58%,2,50%,8,56%,,4,44%,4,56%,8,50%,,10,53%,6,54%,16,53%
2018,yukon,7,2,2,Emily Matthews,Right,Third,,6,46%,3,67%,9,53%,,6,33%,1,25%,7,32%,,12,40%,4,56%,16,44%
2018,yukon,7,2,2,Peyton L'Henaff,Right,Second,,2,38%,5,30%,7,32%,,4,38%,5,55%,9,47%,,6,38%,10,43%,16,41%
2018,yukon,7,2,2,Zaria Netro ,Right,Lead,,4,69%,8,38%,12,48%,,1,100%,3,42%,4,56%,,5,75%,11,39%,16,50%
2018,yukon,7,5,3,Kelsey Meger,Right,Fourth,,1,0%,2,38%,3,25%,,8,69%,5,70%,13,69%,,9,61%,7,61%,16,61%
2018,yukon,7,5,3,Emily Matthews,Right,Third,,1,0%,6,50%,7,43%,,5,50%,4,44%,9,47%,,6,42%,10,48%,16,45%
2018,yukon,7,5,3,Peyton L'Henaff,Right,Second,,3,25%,4,19%,7,21%,,4,63%,4,75%,8,69%,,7,46%,8,47%,15,47%
2018,yukon,7,5,3,Zaria Netro ,Right,Lead,,7,93%,3,33%,10,75%,,1,0%,4,75%,5,60%,,8,81%,7,57%,15,70%
2018,yukon,7,8,4,Kelsey Meger,Right,Fourth,,6,29%,4,56%,10,40%,,2,25%,3,83%,5,60%,,8,28%,7,68%,15,47%
2018,yukon,7,8,4,Emily Matthews,Right,Third,,1,100%,7,57%,8,63%,,3,50%,4,50%,7,50%,,4,63%,11,55%,15,57%
2018,yukon,7,8,4,Peyton L'Henaff,Right,Second,,7,75%,3,33%,10,63%,,1,100%,5,95%,6,96%,,8,78%,8,72%,16,75%
2018,yukon,7,8,4,Zaria Netro ,Right,Lead,,4,63%,4,44%,8,53%,,5,70%,3,33%,8,56%,,9,67%,7,39%,16,55%
2018,yukon,7,9,5,Kelsey Meger,Right,Fourth,,2,25%,2,25%,4,25%,,5,80%,7,75%,12,77%,,7,64%,9,64%,16,64%
2018,yukon,7,9,5,Emily Matthews,Right,Third,,0,0%,0,0%,0,0%,,7,46%,9,44%,16,45%,,7,46%,9,44%,16,45%
2018,yukon,7,9,5,Peyton L'Henaff,Right,Second,,0,0%,0,0%,0,0%,,9,97%,7,68%,16,84%,,9,97%,7,68%,16,84%
2018,yukon,7,9,5,Zaria Netro ,Right,Lead,,5,35%,6,17%,11,25%,,3,33%,2,50%,5,40%,,8,34%,8,25%,16,30%
2018,yukon,7,11,6,Kelsey Meger,Right,Fourth,,3,58%,1,0%,4,44%,,11,70%,3,92%,14,75%,,14,68%,4,69%,18,68%
2018,yukon,7,11,6,Emily Matthews,Right,Third,,3,33%,5,75%,8,59%,,5,45%,7,61%,12,54%,,8,41%,12,67%,20,56%
2018,yukon,7,11,6,Peyton L'Henaff,Right,Second,,2,50%,5,65%,7,61%,,4,75%,9,64%,13,67%,,6,67%,14,64%,20,65%
2018,yukon,7,11,6,Zaria Netro ,Right,Lead,,6,79%,6,63%,12,71%,,3,58%,5,65%,8,63%,,9,72%,11,64%,20,68%
2018,yukon,7,14,7,Kelsey Meger,Right,Fourth,,6,50%,5,95%,11,70%,,5,85%,3,100%,8,91%,,11,66%,8,97%,19,79%
2018,yukon,7,14,7,Emily Matthews,Right,Third,,10,63%,5,80%,15,68%,,2,25%,3,67%,5,50%,,12,56%,8,75%,20,64%
2018,yukon,7,14,7,Peyton L'Henaff,Right,Second,,9,50%,3,58%,12,52%,,3,50%,5,80%,8,69%,,12,50%,8,72%,20,59%
2018,yukon,7,14,7,Zaria Netro ,Right,Lead,,10,78%,3,33%,13,67%,,4,38%,3,50%,7,43%,,14,66%,6,42%,20,59%
2018,yukon,7,15,8,Kelsey Meger,Right,Fourth,,3,17%,6,54%,9,42%,,4,69%,3,25%,7,50%,,7,46%,9,44%,16,45%
2018,yukon,7,15,8,Emily Matthews,Right,Third,,5,45%,8,53%,13,50%,,3,58%,2,75%,5,65%,,8,50%,10,58%,18,54%
2018,yukon,7,15,8,Peyton L'Henaff,Right,Second,,4,25%,6,50%,10,40%,,5,80%,3,83%,8,81%,,9,56%,9,61%,18,58%
2018,yukon,7,15,8,Zaria Netro ,Right,Lead,,10,50%,7,54%,17,51%,,1,0%,0,0%,1,0%,,11,45%,7,54%,18,49%
2018,yukon,7,17,9,Kelsey Meger,Right,Fourth,,6,71%,3,25%,9,56%,,1,100%,6,29%,7,39%,,7,75%,9,28%,16,48%
2018,yukon,7,17,9,Emily Matthews,Right,Third,,7,57%,3,67%,10,60%,,1,100%,5,30%,6,42%,,8,63%,8,44%,16,53%
2018,yukon,7,17,9,Peyton L'Henaff,Right,Second,,9,58%,1,75%,10,60%,,2,25%,4,38%,6,33%,,11,52%,5,45%,16,50%
2018,yukon,7,17,9,Zaria Netro ,Right,Lead,,4,81%,6,79%,10,80%,,3,33%,3,67%,6,50%,,7,61%,9,75%,16,69%
2017,alberta,1,2,1,Kristen Streifel,Right,Fourth,,5,30%,2,38%,7,32%,,8,59%,3,75%,11,64%,,13,48%,5,60%,18,51%
2017,alberta,1,2,1,Chantele Broderson,Right,Third,,7,75%,2,88%,9,78%,,6,58%,5,85%,11,70%,,13,67%,7,86%,20,74%
2017,alberta,1,2,1,Kate Goodhelpsen,Right,Second,,10,63%,3,25%,13,54%,,6,63%,1,100%,7,68%,,16,63%,4,44%,20,59%
2017,alberta,1,2,1,Brenna Bilassy,Right,Lead,,12,85%,3,83%,15,85%,,5,90%,0,0%,5,90%,,17,87%,3,83%,20,86%
2017,alberta,1,3,2,Kristen Streifel,Right,Fourth,,0,0%,8,72%,8,72%,,5,85%,3,58%,8,75%,,5,85%,11,68%,16,73%
2017,alberta,1,3,2,Chantele Broderson,Right,Third,,4,75%,6,79%,10,78%,,3,67%,3,83%,6,75%,,7,71%,9,81%,16,77%
2017,alberta,1,3,2,Kate Goodhelpsen,Right,Second,,8,91%,3,42%,11,77%,,3,67%,2,100%,5,80%,,11,84%,5,65%,16,78%
2017,alberta,1,3,2,Brenna Bilassy,Right,Lead,,10,70%,1,100%,11,73%,,2,100%,3,100%,5,100%,,12,75%,4,100%,16,81%
2017,alberta,1,4,3,Kristen Streifel,Right,Fourth,,5,100%,4,56%,9,81%,,5,85%,2,100%,7,89%,,10,93%,6,71%,16,84%
2017,alberta,1,4,3,Chantele Broderson,Right,Third,,3,83%,2,100%,5,90%,,7,86%,4,75%,11,82%,,10,85%,6,83%,16,84%
2017,alberta,1,4,3,Kate Goodhelpsen,Right,Second,,7,64%,0,0%,7,64%,,3,75%,6,67%,9,69%,,10,68%,6,67%,16,67%
2017,alberta,1,4,3,Brenna Bilassy,Right,Lead,,10,88%,2,13%,12,75%,,2,63%,2,100%,4,81%,,12,83%,4,56%,16,77%
2017,alberta,1,6,4,Kristen Streifel,Right,Fourth,,2,75%,6,92%,8,88%,,3,83%,7,93%,10,90%,,5,80%,13,92%,18,89%
2017,alberta,1,6,4,Chantele Broderson,Right,Third,,1,100%,0,0%,1,100%,,8,50%,9,81%,17,66%,,9,56%,9,81%,18,68%
2017,alberta,1,6,4,Kate Goodhelpsen,Right,Second,,1,75%,3,100%,4,94%,,5,90%,9,86%,14,88%,,6,88%,12,90%,18,89%
2017,alberta,1,6,4,Brenna Bilassy,Right,Lead,,8,75%,7,57%,15,67%,,0,0%,3,67%,3,67%,,8,75%,10,60%,18,67%
2017,alberta,1,8,5,Kristen Streifel,Right,Fourth,,6,92%,1,100%,7,93%,,7,54%,6,63%,13,58%,,13,71%,7,68%,20,70%
2017,alberta,1,8,5,Chantele Broderson,Right,Third,,10,73%,0,0%,10,73%,,8,81%,2,100%,10,85%,,18,76%,2,100%,20,79%
2017,alberta,1,8,5,Kate Goodhelpsen,Right,Second,,8,69%,5,90%,13,77%,,5,70%,2,75%,7,71%,,13,69%,7,86%,20,75%
2017,alberta,1,8,5,Brenna Bilassy,Right,Lead,,11,80%,3,67%,14,77%,,5,80%,1,100%,6,83%,,16,80%,4,75%,20,79%
2017,alberta,1,10,6,Kristen Streifel,Right,Fourth,,6,63%,7,61%,13,62%,,5,60%,3,83%,8,69%,,11,61%,10,68%,21,64%
2017,alberta,1,10,6,Chantele Broderson,Right,Third,,7,68%,2,50%,9,64%,,9,94%,4,31%,13,75%,,16,83%,6,38%,22,70%
2017,alberta,1,10,6,Kate Goodhelpsen,Right,Second,,2,100%,1,50%,3,83%,,15,68%,4,81%,19,71%,,17,72%,5,75%,22,73%
2017,alberta,1,10,6,Brenna Bilassy,Right,Lead,,11,89%,6,33%,17,69%,,3,50%,2,75%,5,60%,,14,80%,8,44%,22,67%
2017,alberta,1,12,7,Kristen Streifel,Right,Fourth,,3,58%,5,100%,8,84%,,4,88%,7,86%,11,86%,,7,75%,12,92%,19,86%
2017,alberta,1,12,7,Chantele Broderson,Right,Third,,2,100%,2,100%,4,100%,,7,89%,9,94%,16,92%,,9,92%,11,95%,20,94%
2017,alberta,1,12,7,Kate Goodhelpsen,Right,Second,,1,0%,2,100%,3,67%,,13,88%,4,100%,17,91%,,14,82%,6,100%,20,88%
2017,alberta,1,12,7,Brenna Bilassy,Right,Lead,,10,73%,5,85%,15,77%,,4,100%,1,100%,5,100%,,14,80%,6,88%,20,83%
2017,alberta,1,14,8,Kristen Streifel,Right,Fourth,,6,71%,6,50%,12,60%,,3,83%,3,83%,6,83%,,9,75%,9,61%,18,68%
2017,alberta,1,14,8,Chantele Broderson,Right,Third,,6,75%,3,67%,9,72%,,5,95%,4,88%,9,92%,,11,84%,7,79%,18,82%
2017,alberta,1,14,8,Kate Goodhelpsen,Right,Second,,6,63%,3,92%,9,72%,,3,100%,6,67%,9,78%,,9,75%,9,75%,18,75%
2017,alberta,1,14,8,Brenna Bilassy,Right,Lead,,7,86%,10,70%,17,76%,,0,0%,1,100%,1,100%,,7,86%,11,73%,18,78%
2017,alberta,1,16,9,Kristen Streifel,Right,Fourth,,1,100%,7,79%,8,81%,,4,100%,8,72%,12,81%,,5,100%,15,75%,20,81%
2017,alberta,1,16,9,Chantele Broderson,Right,Third,,5,85%,1,75%,6,83%,,7,82%,7,79%,14,80%,,12,83%,8,78%,20,81%
2017,alberta,1,16,9,Kate Goodhelpsen,Right,Second,,4,81%,0,0%,4,81%,,10,85%,6,67%,16,78%,,14,84%,6,67%,20,79%
2017,alberta,1,16,9,Brenna Bilassy,Right,Lead,,15,83%,0,0%,15,83%,,1,50%,2,50%,3,50%,,16,81%,2,50%,18,78%
2017,alberta,1,17,10,Kristen Streifel,Right,Fourth,,4,100%,4,69%,8,84%,,2,50%,9,78%,11,73%,,6,83%,13,75%,19,78%
2017,alberta,1,17,10,Chantele Broderson,Right,Third,,6,96%,5,90%,11,93%,,3,100%,6,71%,9,81%,,9,97%,11,80%,20,88%
2017,alberta,1,17,10,Kate Goodhelpsen,Right,Second,,8,75%,3,100%,11,82%,,3,100%,6,88%,9,92%,,11,82%,9,92%,20,86%
2017,alberta,1,17,10,Brenna Bilassy,Right,Lead,,8,81%,7,100%,15,90%,,3,100%,2,75%,5,90%,,11,86%,9,94%,20,90%
2017,alberta,1,19,11,Kristen Streifel,Right,Fourth,,2,75%,5,80%,7,79%,,6,88%,7,86%,13,87%,,8,84%,12,83%,20,84%
2017,alberta,1,19,11,Chantele Broderson,Right,Third,,2,100%,6,88%,8,91%,,8,97%,4,63%,12,85%,,10,98%,10,78%,20,88%
2017,alberta,1,19,11,Kate Goodhelpsen,Right,Second,,2,100%,1,100%,3,100%,,11,77%,6,67%,17,74%,,13,81%,7,71%,20,78%
2017,alberta,1,19,11,Brenna Bilassy,Right,Lead,,11,93%,2,88%,13,92%,,3,92%,2,100%,5,95%,,14,93%,4,94%,18,93%
2017,alberta,1,20,12,Kristen Streifel,Right,Fourth,,4,100%,2,100%,6,100%,,8,81%,6,92%,14,86%,,12,88%,8,94%,20,90%
2017,alberta,1,20,12,Chantele Broderson,Right,Third,,5,100%,9,81%,14,88%,,4,63%,2,63%,6,63%,,9,83%,11,77%,20,80%
2017,alberta,1,20,12,Kate Goodhelpsen,Right,Second,,8,78%,8,78%,16,78%,,3,100%,1,50%,4,88%,,11,84%,9,75%,20,80%
2017,alberta,1,20,12,Brenna Bilassy,Right,Lead,,12,96%,3,100%,15,97%,,5,85%,0,0%,5,85%,,17,93%,3,100%,20,94%
2017,british columbia,2,1,1,Corryn Brown,Right,Fourth,,5,50%,5,70%,10,60%,,5,70%,5,90%,10,80%,,10,60%,10,80%,20,70%
2017,british columbia,2,1,1,Marika Van Osch,Right,Third,,3,83%,4,56%,7,68%,,4,63%,9,75%,13,71%,,7,71%,13,69%,20,70%
2017,british columbia,2,1,1,Dezaray Hawes,Right,Second,,3,83%,3,58%,6,71%,,1,100%,13,73%,14,75%,,4,88%,16,70%,20,74%
2017,british columbia,2,1,1,Samantha Fisher,Right,Lead,,9,78%,7,64%,16,72%,,0,0%,4,75%,4,75%,,9,78%,11,68%,20,73%
2017,british columbia,2,3,2,Corryn Brown,Right,Fourth,,2,100%,1,100%,3,100%,,12,96%,5,75%,17,90%,,14,96%,6,79%,20,91%
2017,british columbia,2,3,2,Marika Van Osch,Right,Third,,1,25%,2,75%,3,58%,,7,93%,10,100%,17,97%,,8,84%,12,96%,20,91%
2017,british columbia,2,3,2,Dezaray Hawes,Right,Second,,1,0%,4,100%,5,80%,,7,100%,8,94%,15,97%,,8,88%,12,96%,20,93%
2017,british columbia,2,3,2,Samantha Fisher,Right,Lead,,7,86%,8,88%,15,87%,,3,83%,2,100%,5,90%,,10,85%,10,90%,20,88%
2017,british columbia,2,5,3,Corryn Brown,Right,Fourth,,5,50%,6,67%,11,59%,,4,94%,7,79%,11,84%,,9,69%,13,73%,22,72%
2017,british columbia,2,5,3,Marika Van Osch,Right,Third,,4,50%,6,67%,10,60%,,6,58%,6,92%,12,75%,,10,55%,12,79%,22,68%
2017,british columbia,2,5,3,Dezaray Hawes,Right,Second,,1,100%,7,54%,8,59%,,6,75%,8,63%,14,68%,,7,79%,15,58%,22,65%
2017,british columbia,2,5,3,Samantha Fisher,Right,Lead,,7,100%,7,50%,14,75%,,2,88%,6,67%,8,72%,,9,97%,13,58%,22,74%
2017,british columbia,2,7,4,Corryn Brown,Right,Fourth,,6,50%,5,65%,11,57%,,3,83%,4,50%,7,64%,,9,61%,9,58%,18,60%
2017,british columbia,2,7,4,Marika Van Osch,Right,Third,,7,68%,3,67%,10,68%,,8,63%,2,63%,10,63%,,15,65%,5,65%,20,65%
2017,british columbia,2,7,4,Dezaray Hawes,Right,Second,,7,64%,4,69%,11,66%,,6,92%,3,50%,9,78%,,13,77%,7,61%,20,71%
2017,british columbia,2,7,4,Samantha Fisher,Right,Lead,,9,78%,10,83%,19,80%,,0,0%,1,75%,1,75%,,9,78%,11,82%,20,80%
2017,british columbia,2,8,5,Corryn Brown,Right,Fourth,,5,95%,5,100%,10,98%,,2,100%,4,88%,6,92%,,7,96%,9,94%,16,95%
2017,british columbia,2,8,5,Marika Van Osch,Right,Third,,4,81%,6,71%,10,75%,,4,100%,2,75%,6,92%,,8,91%,8,72%,16,81%
2017,british columbia,2,8,5,Dezaray Hawes,Right,Second,,1,50%,3,83%,4,75%,,6,54%,6,79%,12,67%,,7,54%,9,81%,16,69%
2017,british columbia,2,8,5,Samantha Fisher,Right,Lead,,5,65%,4,38%,9,53%,,0,0%,7,79%,7,79%,,5,65%,11,64%,16,64%
2017,british columbia,2,9,6,Corryn Brown,Right,Fourth,,4,81%,4,63%,8,72%,,6,63%,2,100%,8,72%,,10,70%,6,75%,16,72%
2017,british columbia,2,9,6,Marika Van Osch,Right,Third,,3,92%,5,65%,8,75%,,6,88%,2,75%,8,84%,,9,89%,7,68%,16,80%
2017,british columbia,2,9,6,Dezaray Hawes,Right,Second,,3,75%,0,0%,3,75%,,8,91%,5,70%,13,83%,,11,86%,5,70%,16,81%
2017,british columbia,2,9,6,Samantha Fisher,Right,Lead,,5,80%,4,44%,9,64%,,1,100%,4,75%,5,80%,,6,83%,8,59%,14,70%
2017,british columbia,2,12,7,Corryn Brown,Right,Fourth,,5,80%,3,100%,8,88%,,7,75%,4,88%,11,80%,,12,77%,7,93%,19,83%
2017,british columbia,2,12,7,Marika Van Osch,Right,Third,,5,85%,7,43%,12,60%,,5,70%,3,83%,8,75%,,10,78%,10,55%,20,66%
2017,british columbia,2,12,7,Dezaray Hawes,Right,Second,,4,100%,5,40%,9,67%,,8,81%,3,100%,11,86%,,12,88%,8,63%,20,78%
2017,british columbia,2,12,7,Samantha Fisher,Right,Lead,,13,94%,3,58%,16,88%,,1,75%,3,83%,4,81%,,14,93%,6,71%,20,86%
2017,british columbia,2,15,8,Corryn Brown,Right,Fourth,,2,25%,0,0%,2,25%,,7,79%,10,80%,17,79%,,9,67%,10,80%,19,74%
2017,british columbia,2,15,8,Marika Van Osch,Right,Third,,3,83%,3,100%,6,92%,,2,63%,12,81%,14,79%,,5,75%,15,85%,20,83%
2017,british columbia,2,15,8,Dezaray Hawes,Right,Second,,8,78%,1,100%,9,81%,,3,92%,8,66%,11,73%,,11,82%,9,69%,20,76%
2017,british columbia,2,15,8,Samantha Fisher,Right,Lead,,8,94%,7,93%,15,93%,,0,0%,5,80%,5,80%,,8,94%,12,88%,20,90%
2017,british columbia,2,16,9,Corryn Brown,Right,Fourth,,8,63%,3,92%,11,70%,,2,100%,7,71%,9,78%,,10,70%,10,78%,20,74%
2017,british columbia,2,16,9,Marika Van Osch,Right,Third,,6,79%,3,58%,9,72%,,4,100%,7,82%,11,89%,,10,88%,10,75%,20,81%
2017,british columbia,2,16,9,Dezaray Hawes,Right,Second,,7,79%,6,92%,13,85%,,4,94%,3,25%,7,64%,,11,84%,9,69%,20,78%
2017,british columbia,2,16,9,Samantha Fisher,Right,Lead,,9,86%,7,100%,16,92%,,2,75%,2,100%,4,88%,,11,84%,9,100%,20,91%
2017,british columbia,2,17,10,Corryn Brown,Right,Fourth,,5,70%,5,75%,10,73%,,2,50%,6,46%,8,47%,,7,64%,11,59%,18,61%
2017,british columbia,2,17,10,Marika Van Osch,Right,Third,,7,93%,7,43%,14,68%,,3,58%,3,58%,6,58%,,10,83%,10,48%,20,65%
2017,british columbia,2,17,10,Dezaray Hawes,Right,Second,,5,70%,9,78%,14,75%,,4,50%,2,100%,6,67%,,9,61%,11,82%,20,73%
2017,british columbia,2,17,10,Samantha Fisher,Right,Lead,,3,92%,15,72%,18,75%,,1,100%,1,100%,2,100%,,4,94%,16,73%,20,78%
2017,manitoba,6,1,1,Laura Burtnyk,Right,Fourth,,6,96%,1,100%,7,96%,,1,50%,8,81%,9,78%,,7,89%,9,83%,16,86%
2017,manitoba,6,1,1,Hailey Ryan,Right,Third,,3,67%,5,55%,8,59%,,3,33%,5,70%,8,56%,,6,50%,10,63%,16,58%
2017,manitoba,6,1,1,Sara Oliver,Right,Second,,5,90%,1,100%,6,92%,,7,71%,3,100%,10,80%,,12,79%,4,100%,16,84%
2017,manitoba,6,1,1,Rebecca Cormier,Right,Lead,,5,85%,10,85%,15,85%,,1,100%,0,0%,1,100%,,6,88%,10,85%,16,86%
2017,manitoba,6,3,2,Laura Burtnyk,Right,Fourth,,5,85%,7,50%,12,65%,,6,79%,2,50%,8,72%,,11,82%,9,50%,20,68%
2017,manitoba,6,3,2,Hailey Ryan,Right,Third,,6,58%,1,0%,7,50%,,7,93%,6,67%,13,81%,,13,77%,7,57%,20,70%
2017,manitoba,6,3,2,Sara Oliver,Right,Second,,6,96%,2,75%,8,91%,,6,83%,6,88%,12,85%,,12,90%,8,84%,20,88%
2017,manitoba,6,3,2,Rebecca Cormier,Right,Lead,,6,96%,9,94%,15,95%,,4,56%,1,25%,5,50%,,10,80%,10,88%,20,84%
2017,manitoba,6,5,3,Laura Burtnyk,Right,Fourth,,6,63%,5,85%,11,73%,,3,92%,2,100%,5,95%,,9,72%,7,89%,16,80%
2017,manitoba,6,5,3,Hailey Ryan,Right,Third,,6,83%,4,63%,10,75%,,3,83%,3,67%,6,75%,,9,83%,7,64%,16,75%
2017,manitoba,6,5,3,Sara Oliver,Right,Second,,5,70%,2,88%,7,75%,,4,81%,5,75%,9,78%,,9,75%,7,79%,16,77%
2017,manitoba,6,5,3,Rebecca Cormier,Right,Lead,,3,83%,7,96%,10,93%,,1,25%,5,70%,6,63%,,4,69%,12,85%,16,81%
2017,manitoba,6,6,4,Laura Burtnyk,Right,Fourth,,9,81%,2,75%,11,80%,,2,50%,5,80%,7,71%,,11,75%,7,79%,18,76%
2017,manitoba,6,6,4,Hailey Ryan,Right,Third,,10,90%,3,75%,13,87%,,2,75%,3,58%,5,65%,,12,88%,6,67%,18,81%
2017,manitoba,6,6,4,Sara Oliver,Right,Second,,12,92%,5,80%,17,88%,,0,0%,1,50%,1,50%,,12,92%,6,75%,18,86%
2017,manitoba,6,6,4,Rebecca Cormier,Right,Lead,,6,71%,11,86%,17,81%,,0,0%,1,50%,1,50%,,6,71%,12,83%,18,79%
2017,manitoba,6,9,5,Laura Burtnyk,Right,Fourth,,11,41%,3,75%,14,48%,,2,100%,4,75%,6,83%,,13,50%,7,75%,20,59%
2017,manitoba,6,9,5,Hailey Ryan,Right,Third,,10,75%,4,75%,14,75%,,4,100%,2,63%,6,88%,,14,82%,6,71%,20,79%
2017,manitoba,6,9,5,Sara Oliver,Right,Second,,7,68%,3,67%,10,68%,,7,75%,3,92%,10,80%,,14,71%,6,79%,20,74%
2017,manitoba,6,9,5,Rebecca Cormier,Right,Lead,,5,70%,10,68%,15,68%,,2,75%,3,58%,5,65%,,7,71%,13,65%,20,68%
2017,manitoba,6,10,6,Laura Burtnyk,Right,Fourth,,1,100%,5,75%,6,79%,,5,90%,9,61%,14,71%,,6,92%,14,66%,20,74%
2017,manitoba,6,10,6,Hailey Ryan,Right,Third,,2,75%,3,33%,5,50%,,5,75%,10,88%,15,83%,,7,75%,13,75%,20,75%
2017,manitoba,6,10,6,Sara Oliver,Right,Second,,5,80%,4,63%,9,72%,,3,100%,8,66%,11,75%,,8,88%,12,65%,20,74%
2017,manitoba,6,10,6,Rebecca Cormier,Right,Lead,,8,63%,9,86%,17,75%,,2,25%,1,100%,3,50%,,10,55%,10,88%,20,71%
2017,manitoba,6,12,7,Laura Burtnyk,Right,Fourth,,3,58%,2,100%,5,75%,,10,78%,5,40%,15,65%,,13,73%,7,57%,20,68%
2017,manitoba,6,12,7,Hailey Ryan,Right,Third,,3,75%,4,75%,7,75%,,4,75%,9,83%,13,81%,,7,75%,13,81%,20,79%
2017,manitoba,6,12,7,Sara Oliver,Right,Second,,3,58%,1,50%,4,56%,,9,86%,7,75%,16,81%,,12,79%,8,72%,20,76%
2017,manitoba,6,12,7,Rebecca Cormier,Right,Lead,,6,88%,11,84%,17,85%,,2,75%,1,50%,3,67%,,8,84%,12,81%,20,83%
2017,manitoba,6,15,8,Laura Burtnyk,Right,Fourth,,4,69%,4,69%,8,69%,,6,92%,2,100%,8,94%,,10,83%,6,79%,16,81%
2017,manitoba,6,15,8,Hailey Ryan,Right,Third,,5,75%,2,100%,7,82%,,5,85%,4,94%,9,89%,,10,80%,6,96%,16,86%
2017,manitoba,6,15,8,Sara Oliver,Right,Second,,0,0%,1,100%,1,100%,,8,75%,7,82%,15,78%,,8,75%,8,84%,16,80%
2017,manitoba,6,15,8,Rebecca Cormier,Right,Lead,,6,88%,6,96%,12,92%,,0,0%,2,75%,2,75%,,6,88%,8,91%,14,89%
2017,manitoba,6,16,9,Laura Burtnyk,Right,Fourth,,9,58%,4,94%,13,69%,,2,63%,1,75%,3,67%,,11,59%,5,90%,16,69%
2017,manitoba,6,16,9,Hailey Ryan,Right,Third,,4,94%,2,88%,6,92%,,6,88%,4,94%,10,90%,,10,90%,6,92%,16,91%
2017,manitoba,6,16,9,Sara Oliver,Right,Second,,4,94%,2,88%,6,92%,,4,81%,6,96%,10,90%,,8,88%,8,94%,16,91%
2017,manitoba,6,16,9,Rebecca Cormier,Right,Lead,,4,75%,9,100%,13,92%,,0,0%,2,100%,2,100%,,4,75%,11,100%,15,93%
2017,new brunswick,5,1,1,Samantha Crook,Right,Fourth,,5,80%,8,81%,13,81%,,3,67%,4,69%,7,68%,,8,75%,12,77%,20,76%
2017,new brunswick,5,1,1,Julia Hunter,Left,Third,,5,55%,4,88%,9,69%,,7,54%,4,69%,11,59%,,12,54%,8,78%,20,64%
2017,new brunswick,5,1,1,Danielle Hubbard,Right,Second,,7,96%,1,25%,8,88%,,8,91%,3,67%,11,84%,,15,93%,4,56%,19,86%
2017,new brunswick,5,1,1,Kayla Russell,Left,Lead,,10,83%,8,84%,18,83%,,1,100%,0,0%,1,100%,,11,84%,8,84%,19,84%
2017,new brunswick,5,4,2,Samantha Crook,Right,Fourth,,3,75%,4,75%,7,75%,,3,92%,6,83%,9,86%,,6,83%,10,80%,16,81%
2017,new brunswick,5,4,2,Julia Hunter,Left,Third,,4,75%,5,65%,9,69%,,5,85%,2,100%,7,89%,,9,81%,7,75%,16,78%
2017,new brunswick,5,4,2,Danielle Hubbard,Right,Second,,4,81%,1,0%,5,65%,,6,63%,5,75%,11,68%,,10,70%,6,63%,16,67%
2017,new brunswick,5,4,2,Kayla Russell,Left,Lead,,8,81%,8,69%,16,75%,,0,0%,0,0%,0,0%,,8,81%,8,69%,16,75%
2017,new brunswick,5,6,3,Samantha Crook,Right,Fourth,,3,58%,7,68%,10,65%,,3,67%,6,46%,9,53%,,6,63%,13,58%,19,59%
2017,new brunswick,5,6,3,Julia Hunter,Left,Third,,10,65%,5,30%,15,53%,,2,75%,3,67%,5,70%,,12,67%,8,44%,20,58%
2017,new brunswick,5,6,3,Danielle Hubbard,Right,Second,,4,50%,10,68%,14,63%,,4,88%,2,25%,6,67%,,8,69%,12,60%,20,64%
2017,new brunswick,5,6,3,Kayla Russell,Left,Lead,,9,89%,4,81%,13,87%,,4,75%,3,83%,7,79%,,13,85%,7,82%,20,84%
