Competition Year,Team,Team Seed,Draw,Relative Draw,Athlete Name,Delivery,Player Position,,In Turn Draws,Percent,Out-Turn Draws,Percent,Total,Total Percent,,In-Turn Hits,Percent,Out-Turn Hits,Percent,Total,Total Perent,,In-Turns,Percent,Out-Turns,Percent,Total,Overall Perent
2019,new brunswick,4,1,1,Erica Cluff,Right,alternate,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2019,new brunswick,4,1,1,Justine Comeau,Right,Fourth,,3,50%,5,65%,8,59%,,5,60%,3,67%,8,63%,,8,56%,8,66%,16,61%
2019,new brunswick,4,1,1,Emma Le Blanc,Right,Third,,6,71%,7,61%,13,65%,,1,100%,2,88%,3,92%,,7,75%,9,67%,16,70%
2019,new brunswick,4,1,1,Brigitte Comeau,Right,Second,,4,88%,2,50%,6,75%,,6,71%,4,88%,10,78%,,10,78%,6,75%,16,77%
2019,new brunswick,4,1,1,Keira McLaughlin,Right,Lead,,6,88%,7,89%,13,88%,,2,100%,1,100%,3,100%,,8,91%,8,91%,16,91%
2019,new brunswick,4,2,2,Erica Cluff,Right,alternate,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2019,new brunswick,4,2,2,Justine Comeau,Right,Fourth,,3,75%,10,80%,13,79%,,1,50%,4,81%,5,75%,,4,69%,14,80%,18,78%
2019,new brunswick,4,2,2,Emma Le Blanc,Right,Third,,6,38%,7,57%,13,48%,,2,38%,3,83%,5,65%,,8,38%,10,65%,18,53%
2019,new brunswick,4,2,2,Brigitte Comeau,Right,Second,,1,50%,2,75%,3,67%,,5,70%,10,80%,15,77%,,6,67%,12,79%,18,75%
2019,new brunswick,4,2,2,Keira McLaughlin,Right,Lead,,5,70%,6,71%,11,70%,,2,50%,5,70%,7,64%,,7,64%,11,70%,18,68%
2019,new brunswick,4,5,3,Erica Cluff,Right,alternate,,1,75%,1,50%,2,63%,,1,100%,3,83%,4,88%,,2,88%,4,75%,6,79%
2019,new brunswick,4,5,3,Justine Comeau,Right,Fourth,,2,100%,3,67%,5,80%,,6,83%,5,80%,11,82%,,8,88%,8,75%,16,81%
2019,new brunswick,4,5,3,Emma Le Blanc,Right,Third,,2,50%,2,75%,4,63%,,3,58%,3,50%,6,54%,,5,55%,5,60%,10,58%
2019,new brunswick,4,5,3,Brigitte Comeau,Right,Second,,6,83%,3,58%,9,75%,,4,100%,3,100%,7,100%,,10,90%,6,79%,16,86%
2019,new brunswick,4,5,3,Keira McLaughlin,Right,Lead,,4,100%,6,71%,10,83%,,1,0%,5,70%,6,58%,,5,80%,11,70%,16,73%
2019,new brunswick,4,8,4,Erica Cluff,Right,alternate,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2019,new brunswick,4,8,4,Justine Comeau,Right,Fourth,,5,65%,3,75%,8,69%,,3,83%,9,81%,12,81%,,8,72%,12,79%,20,76%
2019,new brunswick,4,8,4,Emma Le Blanc,Right,Third,,2,100%,3,67%,5,80%,,4,56%,11,77%,15,72%,,6,71%,14,75%,20,74%
2019,new brunswick,4,8,4,Brigitte Comeau,Right,Second,,4,75%,5,65%,9,69%,,4,75%,7,96%,11,89%,,8,75%,12,83%,20,80%
2019,new brunswick,4,8,4,Keira McLaughlin,Right,Lead,,5,85%,10,75%,15,78%,,4,88%,1,100%,5,90%,,9,86%,11,77%,20,81%
2019,new brunswick,4,11,5,Erica Cluff,Right,alternate,,8,75%,2,100%,10,80%,,5,70%,5,80%,10,75%,,13,73%,7,86%,20,78%
2019,new brunswick,4,11,5,Justine Comeau,Right,Fourth,,7,82%,2,50%,9,75%,,6,21%,3,50%,9,31%,,13,54%,5,50%,18,53%
2019,new brunswick,4,11,5,Emma Le Blanc,Right,Third,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2019,new brunswick,4,11,5,Brigitte Comeau,Right,Second,,8,69%,6,83%,14,75%,,0,0%,6,100%,6,100%,,8,69%,12,92%,20,83%
2019,new brunswick,4,11,5,Keira McLaughlin,Right,Lead,,11,91%,8,100%,19,95%,,1,50%,0,0%,1,50%,,12,88%,8,100%,20,93%
2019,new brunswick,4,12,6,Erica Cluff,Right,alternate,,8,56%,3,83%,11,64%,,4,63%,5,75%,9,69%,,12,58%,8,78%,20,66%
2019,new brunswick,4,12,6,Justine Comeau,Right,Fourth,,5,45%,5,95%,10,70%,,2,75%,8,81%,10,80%,,7,54%,13,87%,20,75%
2019,new brunswick,4,12,6,Emma Le Blanc,Right,Third,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2019,new brunswick,4,12,6,Brigitte Comeau,Right,Second,,1,0%,7,71%,8,63%,,7,75%,5,75%,12,75%,,8,66%,12,73%,20,70%
2019,new brunswick,4,12,6,Keira McLaughlin,Right,Lead,,4,88%,10,88%,14,88%,,4,75%,2,63%,6,71%,,8,81%,12,83%,20,83%
2019,new brunswick,4,15,7,Erica Cluff,Right,alternate,,2,63%,6,63%,8,63%,,3,42%,5,85%,8,69%,,5,50%,11,73%,16,66%
2019,new brunswick,4,15,7,Justine Comeau,Right,Fourth,,2,50%,4,63%,6,58%,,3,50%,7,82%,10,73%,,5,50%,11,75%,16,67%
2019,new brunswick,4,15,7,Emma Le Blanc,Right,Third,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2019,new brunswick,4,15,7,Brigitte Comeau,Right,Second,,5,55%,4,75%,9,64%,,3,50%,4,88%,7,71%,,8,53%,8,81%,16,67%
2019,new brunswick,4,15,7,Keira McLaughlin,Right,Lead,,6,83%,5,75%,11,80%,,2,63%,3,83%,5,75%,,8,78%,8,78%,16,78%
2019,new brunswick,4,17,8,Erica Cluff,Right,alternate,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2019,new brunswick,4,17,8,Justine Comeau,Right,Fourth,,7,82%,8,72%,15,77%,,2,88%,1,100%,3,92%,,9,83%,9,75%,18,79%
2019,new brunswick,4,17,8,Emma Le Blanc,Right,Third,,6,63%,4,50%,10,58%,,3,75%,5,60%,8,66%,,9,67%,9,56%,18,61%
2019,new brunswick,4,17,8,Brigitte Comeau,Right,Second,,8,88%,5,65%,13,79%,,0,0%,5,80%,5,80%,,8,88%,10,73%,18,79%
2019,new brunswick,4,17,8,Keira McLaughlin,Right,Lead,,8,72%,7,93%,15,82%,,2,13%,1,100%,3,42%,,10,60%,8,94%,18,75%
2019,new brunswick,4,18,9,Erica Cluff,Right,alternate,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2019,new brunswick,4,18,9,Justine Comeau,Right,Fourth,,2,100%,8,78%,10,83%,,4,88%,6,33%,10,55%,,6,92%,14,59%,20,69%
2019,new brunswick,4,18,9,Emma Le Blanc,Right,Third,,2,63%,8,69%,10,68%,,4,94%,6,58%,10,73%,,6,83%,14,64%,20,70%
2019,new brunswick,4,18,9,Brigitte Comeau,Right,Second,,0,0%,8,63%,8,63%,,8,69%,4,88%,12,75%,,8,69%,12,71%,20,70%
2019,new brunswick,4,18,9,Keira McLaughlin,Right,Lead,,4,81%,13,69%,17,72%,,1,100%,2,75%,3,83%,,5,85%,15,70%,20,74%
2019,new brunswick,4,19,10,Erica Cluff,Right,alternate,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%,,0,0%,0,0%,0,0%
2019,new brunswick,4,19,10,Justine Comeau,Right,Fourth,,0,0%,8,63%,8,63%,,6,88%,2,38%,8,75%,,6,88%,10,58%,16,69%
2019,new brunswick,4,19,10,Emma Le Blanc,Right,Third,,4,75%,6,83%,10,80%,,2,50%,4,81%,6,71%,,6,67%,10,83%,16,77%
2019,new brunswick,4,19,10,Brigitte Comeau,Right,Second,,4,100%,3,75%,7,89%,,4,63%,5,85%,9,75%,,8,81%,8,81%,16,81%
2019,new brunswick,4,19,10,Keira McLaughlin,Right,Lead,,8,69%,6,96%,14,80%,,1,100%,1,100%,2,100%,,9,72%,7,96%,16,83%
2019,newfoundland and labrador,5,2,1,Mackenzie Glynn,Right,Fourth,,1,100%,5,80%,6,83%,,8,69%,4,94%,12,77%,,9,72%,9,86%,18,79%
2019,newfoundland and labrador,5,2,1,Katie Follett,Right,Third,,1,50%,7,75%,8,72%,,6,75%,4,38%,10,60%,,7,71%,11,61%,18,65%
2019,newfoundland and labrador,5,2,1,Sarah Chaytor,Right,Second,,5,80%,4,88%,9,83%,,4,69%,5,70%,9,69%,,9,75%,9,78%,18,76%
2019,newfoundland and labrador,5,2,1,Camille Burt,Right,Lead,,5,90%,9,92%,14,91%,,2,75%,2,100%,4,88%,,7,86%,11,93%,18,90%
2019,newfoundland and labrador,5,3,2,Mackenzie Glynn,Right,Fourth,,4,50%,5,75%,9,64%,,3,100%,4,81%,7,89%,,7,71%,9,78%,16,75%
2019,newfoundland and labrador,5,3,2,Katie Follett,Right,Third,,1,100%,5,75%,6,79%,,4,75%,6,71%,10,73%,,5,80%,11,73%,16,75%
2019,newfoundland and labrador,5,3,2,Sarah Chaytor,Right,Second,,5,65%,5,95%,10,80%,,5,45%,3,58%,8,50%,,10,55%,8,81%,18,67%
2019,newfoundland and labrador,5,3,2,Camille Burt,Right,Lead,,5,80%,11,64%,16,69%,,2,100%,0,0%,2,100%,,7,86%,11,64%,18,72%
2019,newfoundland and labrador,5,5,3,Mackenzie Glynn,Right,Fourth,,6,67%,5,45%,11,57%,,4,56%,4,88%,8,72%,,10,63%,9,64%,19,63%
2019,newfoundland and labrador,5,5,3,Katie Follett,Right,Third,,5,80%,6,88%,11,84%,,6,83%,3,42%,9,69%,,11,82%,9,72%,20,78%
2019,newfoundland and labrador,5,5,3,Sarah Chaytor,Right,Second,,4,94%,8,84%,12,88%,,2,75%,6,63%,8,66%,,6,88%,14,75%,20,79%
2019,newfoundland and labrador,5,5,3,Camille Burt,Right,Lead,,7,71%,8,94%,15,83%,,2,75%,3,83%,5,80%,,9,72%,11,91%,20,83%
2019,newfoundland and labrador,5,8,4,Mackenzie Glynn,Right,Fourth,,7,57%,3,58%,10,58%,,5,90%,5,80%,10,85%,,12,71%,8,72%,20,71%
2019,newfoundland and labrador,5,8,4,Katie Follett,Right,Third,,3,75%,5,80%,8,78%,,7,61%,5,85%,12,71%,,10,65%,10,83%,20,74%
2019,newfoundland and labrador,5,8,4,Sarah Chaytor,Right,Second,,3,67%,6,79%,9,75%,,7,79%,4,81%,11,80%,,10,75%,10,80%,20,78%
2019,newfoundland and labrador,5,8,4,Camille Burt,Right,Lead,,4,88%,11,66%,15,72%,,1,100%,4,75%,5,80%,,5,90%,15,68%,20,74%
2019,newfoundland and labrador,5,10,5,Mackenzie Glynn,Right,Fourth,,5,70%,4,100%,9,83%,,7,61%,2,75%,9,64%,,12,65%,6,92%,18,74%
2019,newfoundland and labrador,5,10,5,Katie Follett,Right,Third,,6,71%,4,100%,10,83%,,5,85%,3,100%,8,91%,,11,77%,7,100%,18,86%
2019,newfoundland and labrador,5,10,5,Sarah Chaytor,Right,Second,,6,50%,2,88%,8,59%,,6,83%,4,75%,10,80%,,12,67%,6,79%,18,71%
2019,newfoundland and labrador,5,10,5,Camille Burt,Right,Lead,,8,81%,4,94%,12,85%,,3,50%,3,100%,6,75%,,11,73%,7,96%,18,82%
2019,newfoundland and labrador,5,11,6,Mackenzie Glynn,Right,Fourth,,2,63%,8,88%,10,83%,,8,78%,1,100%,9,81%,,10,75%,9,89%,19,82%
2019,newfoundland and labrador,5,11,6,Katie Follett,Right,Third,,2,25%,7,100%,9,83%,,5,75%,6,79%,11,77%,,7,61%,13,90%,20,80%
2019,newfoundland and labrador,5,11,6,Sarah Chaytor,Right,Second,,2,75%,8,97%,10,93%,,6,83%,4,94%,10,88%,,8,81%,12,96%,20,90%
2019,newfoundland and labrador,5,11,6,Camille Burt,Right,Lead,,4,100%,11,77%,15,83%,,4,75%,1,100%,5,80%,,8,88%,12,79%,20,83%
2019,newfoundland and labrador,5,14,7,Mackenzie Glynn,Right,Fourth,,4,69%,5,60%,9,64%,,4,88%,7,89%,11,89%,,8,78%,12,77%,20,78%
2019,newfoundland and labrador,5,14,7,Katie Follett,Right,Third,,4,94%,2,100%,6,96%,,12,85%,2,100%,14,88%,,16,88%,4,100%,20,90%
2019,newfoundland and labrador,5,14,7,Sarah Chaytor,Right,Second,,5,65%,1,75%,6,67%,,8,88%,6,75%,14,82%,,13,79%,7,75%,20,78%
2019,newfoundland and labrador,5,14,7,Camille Burt,Right,Lead,,3,33%,10,78%,13,67%,,0,0%,7,64%,7,64%,,3,33%,17,72%,20,66%
2019,newfoundland and labrador,5,16,8,Mackenzie Glynn,Right,Fourth,,4,56%,6,88%,10,75%,,1,100%,5,80%,6,83%,,5,65%,11,84%,16,78%
2019,newfoundland and labrador,5,16,8,Katie Follett,Right,Third,,2,75%,3,83%,5,80%,,9,64%,5,100%,14,77%,,11,66%,8,94%,19,78%
2019,newfoundland and labrador,5,16,8,Sarah Chaytor,Right,Second,,6,46%,4,50%,10,48%,,5,40%,4,88%,9,61%,,11,43%,8,69%,19,54%
2019,newfoundland and labrador,5,16,8,Camille Burt,Right,Lead,,3,50%,3,100%,6,75%,,2,75%,2,100%,4,88%,,5,60%,5,100%,10,80%
2019,newfoundland and labrador,5,17,9,Mackenzie Glynn,Right,Fourth,,2,88%,4,63%,6,71%,,7,54%,7,82%,14,68%,,9,61%,11,75%,20,69%
2019,newfoundland and labrador,5,17,9,Katie Follett,Right,Third,,4,75%,1,100%,5,80%,,10,90%,5,85%,15,88%,,14,86%,6,88%,20,86%
2019,newfoundland and labrador,5,17,9,Sarah Chaytor,Right,Second,,3,83%,2,88%,5,85%,,12,77%,3,92%,15,80%,,15,78%,5,90%,20,81%
2019,newfoundland and labrador,5,17,9,Camille Burt,Right,Lead,,8,81%,6,75%,14,79%,,4,88%,2,50%,6,75%,,12,83%,8,69%,20,78%
2019,northern ontario,4,2,1,Kira Brunton,Right,Fourth,,5,55%,6,33%,11,43%,,3,67%,2,50%,5,60%,,8,59%,8,38%,16,48%
2019,northern ontario,4,2,1,Megan Smith,Right,Third,,7,75%,6,58%,13,67%,,2,50%,1,50%,3,50%,,9,69%,7,57%,16,64%
2019,northern ontario,4,2,1,Sara Guy,Right,Second,,3,33%,10,58%,13,52%,,1,25%,2,63%,3,50%,,4,31%,12,58%,16,52%
2019,northern ontario,4,2,1,Kate Sherry,Right,Lead,,5,80%,8,78%,13,79%,,0,0%,3,100%,3,100%,,5,80%,11,84%,16,83%
2019,northern ontario,4,4,2,Kira Brunton,Right,Fourth,,7,64%,0,0%,7,64%,,6,63%,5,90%,11,75%,,13,63%,5,90%,18,71%
2019,northern ontario,4,4,2,Megan Smith,Right,Third,,2,38%,2,88%,4,63%,,9,94%,5,65%,14,84%,,11,84%,7,71%,18,79%
2019,northern ontario,4,4,2,Sara Guy,Right,Second,,3,83%,3,83%,6,83%,,8,88%,4,81%,12,85%,,11,86%,7,82%,18,85%
2019,northern ontario,4,4,2,Kate Sherry,Right,Lead,,8,97%,5,95%,13,96%,,4,63%,1,50%,5,60%,,12,85%,6,88%,18,86%
2019,northern ontario,4,5,3,Kira Brunton,Right,Fourth,,3,100%,0,0%,3,100%,,6,100%,7,68%,13,83%,,9,100%,7,68%,16,86%
2019,northern ontario,4,5,3,Megan Smith,Right,Third,,2,100%,2,100%,4,100%,,5,75%,7,89%,12,83%,,7,82%,9,92%,16,88%
2019,northern ontario,4,5,3,Sara Guy,Right,Second,,2,88%,5,75%,7,79%,,4,75%,4,63%,8,69%,,6,79%,9,69%,15,73%
2019,northern ontario,4,5,3,Kate Sherry,Right,Lead,,4,69%,4,88%,8,78%,,4,50%,2,100%,6,67%,,8,59%,6,92%,14,73%
2019,northern ontario,4,8,4,Kira Brunton,Right,Fourth,,4,44%,3,92%,7,64%,,6,67%,6,92%,12,79%,,10,58%,9,92%,19,74%
2019,northern ontario,4,8,4,Megan Smith,Right,Third,,8,47%,3,100%,11,61%,,5,60%,4,75%,9,67%,,13,52%,7,86%,20,64%
2019,northern ontario,4,8,4,Sara Guy,Right,Second,,9,81%,5,55%,14,71%,,4,81%,2,63%,6,75%,,13,81%,7,57%,20,73%
2019,northern ontario,4,8,4,Kate Sherry,Right,Lead,,11,82%,7,71%,18,78%,,0,0%,2,100%,2,100%,,11,82%,9,78%,20,80%
2019,northern ontario,4,10,5,Kira Brunton,Right,Fourth,,1,100%,5,65%,6,71%,,6,88%,7,93%,13,90%,,7,89%,12,81%,19,84%
2019,northern ontario,4,10,5,Megan Smith,Right,Third,,2,63%,5,75%,7,71%,,2,100%,11,95%,13,96%,,4,81%,16,89%,20,88%
2019,northern ontario,4,10,5,Sara Guy,Right,Second,,1,75%,9,50%,10,53%,,2,100%,8,84%,10,88%,,3,92%,17,66%,20,70%
2019,northern ontario,4,10,5,Kate Sherry,Right,Lead,,7,54%,9,83%,16,70%,,2,50%,2,100%,4,75%,,9,53%,11,86%,20,71%
2019,northern ontario,4,12,6,Kira Brunton,Right,Fourth,,4,75%,3,58%,7,68%,,7,93%,6,83%,13,88%,,11,86%,9,75%,20,81%
2019,northern ontario,4,12,6,Megan Smith,Right,Third,,5,85%,3,100%,8,91%,,5,80%,7,96%,12,90%,,10,83%,10,98%,20,90%
2019,northern ontario,4,12,6,Sara Guy,Right,Second,,6,83%,4,100%,10,90%,,2,100%,8,84%,10,88%,,8,88%,12,90%,20,89%
2019,northern ontario,4,12,6,Kate Sherry,Right,Lead,,6,79%,7,96%,13,88%,,3,50%,4,75%,7,64%,,9,69%,11,89%,20,80%
2019,northern ontario,4,15,7,Kira Brunton,Right,Fourth,,3,67%,3,67%,6,67%,,4,88%,6,83%,10,85%,,7,79%,9,78%,16,78%
2019,northern ontario,4,15,7,Megan Smith,Right,Third,,1,100%,1,100%,2,100%,,7,68%,7,86%,14,77%,,8,72%,8,88%,16,80%
2019,northern ontario,4,15,7,Sara Guy,Right,Second,,2,88%,5,80%,7,82%,,5,80%,4,63%,9,72%,,7,82%,9,72%,16,77%
2019,northern ontario,4,15,7,Kate Sherry,Right,Lead,,2,88%,9,61%,11,66%,,0,0%,5,95%,5,95%,,2,88%,14,73%,16,75%
2019,northern ontario,4,16,8,Kira Brunton,Right,Fourth,,5,80%,3,58%,8,72%,,5,90%,6,92%,11,91%,,10,85%,9,81%,19,83%
2019,northern ontario,4,16,8,Megan Smith,Right,Third,,3,67%,1,100%,4,75%,,5,85%,10,80%,15,82%,,8,78%,11,82%,19,80%
2019,northern ontario,4,16,8,Sara Guy,Right,Second,,2,100%,2,38%,4,69%,,7,82%,9,72%,16,77%,,9,86%,11,66%,20,75%
2019,northern ontario,4,16,8,Kate Sherry,Right,Lead,,18,69%,0,0%,18,69%,,2,100%,0,0%,2,100%,,20,73%,0,0%,20,73%
2019,northern ontario,4,18,9,Kira Brunton,Right,Fourth,,7,68%,5,55%,12,63%,,2,50%,4,75%,6,67%,,9,64%,9,64%,18,64%
2019,northern ontario,4,18,9,Megan Smith,Right,Third,,4,69%,7,89%,11,82%,,3,83%,4,69%,7,75%,,7,75%,11,82%,18,79%
2019,northern ontario,4,18,9,Sara Guy,Right,Second,,8,59%,6,58%,14,59%,,1,100%,3,83%,4,88%,,9,64%,9,67%,18,65%
2019,northern ontario,4,18,9,Kate Sherry,Right,Lead,,7,89%,9,75%,16,81%,,0,0%,2,38%,2,38%,,7,89%,11,68%,18,76%
2019,northern ontario,4,19,10,Kira Brunton,Right,Fourth,,5,85%,2,50%,7,75%,,6,63%,2,100%,8,72%,,11,73%,4,75%,15,73%
2019,northern ontario,4,19,10,Megan Smith,Right,Third,,5,65%,2,63%,7,64%,,7,54%,2,100%,9,64%,,12,58%,4,81%,16,64%
2019,northern ontario,4,19,10,Sara Guy,Right,Second,,5,60%,1,75%,6,63%,,5,40%,5,75%,10,58%,,10,50%,6,75%,16,59%
2019,northern ontario,4,19,10,Kate Sherry,Right,Lead,,9,89%,6,67%,15,80%,,0,0%,1,100%,1,100%,,9,89%,7,71%,16,81%
2019,northwest territories,7,2,1,Tyanna Bain,Right,Fourth,,3,58%,8,69%,11,66%,,5,60%,4,75%,9,67%,,8,59%,12,71%,20,66%
2019,northwest territories,7,2,1,Pearl Gillis,Left,Third,,10,68%,1,50%,11,66%,,5,75%,4,81%,9,78%,,15,70%,5,75%,20,71%
2019,northwest territories,7,2,1,Mataya Gillis,Right,Second,,4,94%,4,56%,8,75%,,8,63%,4,81%,12,69%,,12,73%,8,69%,20,71%
2019,northwest territories,7,2,1,Adrianna Hendrick,,Lead,,10,65%,4,69%,14,66%,,2,25%,4,56%,6,46%,,12,58%,8,63%,20,60%
2019,northwest territories,7,3,2,Tyanna Bain,Right,Fourth,,1,100%,2,0%,3,33%,,2,50%,3,50%,5,50%,,3,67%,5,30%,8,44%
2019,northwest territories,7,3,2,Pearl Gillis,Left,Third,,3,42%,2,38%,5,40%,,3,33%,1,50%,4,38%,,6,38%,3,42%,9,39%
2019,northwest territories,7,3,2,Mataya Gillis,Right,Second,,2,88%,3,58%,5,70%,,0,0%,4,63%,4,63%,,2,88%,7,61%,9,67%
2019,northwest territories,7,3,2,Adrianna Hendrick,,Lead,,2,50%,2,38%,4,44%,,1,0%,1,100%,2,50%,,3,33%,3,58%,6,46%
2019,northwest territories,7,5,3,Tyanna Bain,Right,Fourth,,4,50%,3,50%,7,50%,,2,13%,7,46%,9,39%,,6,38%,10,48%,16,44%
2019,northwest territories,7,5,3,Pearl Gillis,Left,Third,,3,42%,4,63%,7,54%,,6,46%,3,50%,9,47%,,9,44%,7,57%,16,50%
2019,northwest territories,7,5,3,Mataya Gillis,Right,Second,,5,70%,2,75%,7,71%,,3,42%,6,67%,9,58%,,8,59%,8,69%,16,64%
2019,northwest territories,7,5,3,Adrianna Hendrick,,Lead,,9,83%,2,88%,11,84%,,1,100%,4,50%,5,60%,,10,85%,6,63%,16,77%
2019,northwest territories,7,8,4,Tyanna Bain,Right,Fourth,,5,55%,0,0%,5,55%,,9,89%,5,90%,14,89%,,14,77%,5,90%,19,80%
2019,northwest territories,7,8,4,Pearl Gillis,Left,Third,,2,50%,7,32%,9,36%,,3,50%,8,91%,11,80%,,5,50%,15,63%,20,60%
2019,northwest territories,7,8,4,Mataya Gillis,Right,Second,,7,57%,0,0%,7,57%,,7,86%,6,100%,13,92%,,14,71%,6,100%,20,80%
2019,northwest territories,7,8,4,Adrianna Hendrick,,Lead,,11,80%,2,88%,13,81%,,3,83%,4,81%,7,82%,,14,80%,6,83%,20,81%
2019,northwest territories,7,9,5,Tyanna Bain,Right,Fourth,,5,60%,6,75%,11,68%,,5,45%,0,0%,5,45%,,10,53%,6,75%,16,61%
2019,northwest territories,7,9,5,Pearl Gillis,Left,Third,,3,58%,5,50%,8,53%,,6,71%,2,0%,8,53%,,9,67%,7,36%,16,53%
2019,northwest territories,7,9,5,Mataya Gillis,Right,Second,,6,38%,4,75%,10,53%,,2,75%,4,75%,6,75%,,8,47%,8,75%,16,61%
2019,northwest territories,7,9,5,Adrianna Hendrick,,Lead,,7,96%,1,100%,8,97%,,3,33%,5,85%,8,66%,,10,78%,6,88%,16,81%
2019,northwest territories,7,10,6,Tyanna Bain,Right,Fourth,,4,63%,6,29%,10,43%,,4,75%,4,88%,8,81%,,8,69%,10,53%,18,60%
2019,northwest territories,7,10,6,Pearl Gillis,Left,Third,,5,85%,8,53%,13,65%,,1,50%,4,38%,5,40%,,6,79%,12,48%,18,58%
2019,northwest territories,7,10,6,Mataya Gillis,Right,Second,,7,54%,6,71%,13,62%,,2,25%,3,50%,5,40%,,9,47%,9,64%,18,56%
2019,northwest territories,7,10,6,Adrianna Hendrick,,Lead,,9,72%,0,0%,9,72%,,4,81%,5,70%,9,75%,,13,75%,5,70%,18,74%
2019,northwest territories,7,15,7,Tyanna Bain,Right,Fourth,,10,65%,5,30%,15,53%,,3,58%,1,100%,4,69%,,13,63%,6,42%,19,57%
2019,northwest territories,7,15,7,Pearl Gillis,Left,Third,,4,63%,7,61%,11,61%,,5,60%,4,88%,9,72%,,9,61%,11,70%,20,66%
2019,northwest territories,7,15,7,Mataya Gillis,Right,Second,,1,50%,7,57%,8,56%,,7,71%,5,85%,12,77%,,8,69%,12,69%,20,69%
2019,northwest territories,7,15,7,Adrianna Hendrick,,Lead,,12,58%,3,33%,15,53%,,2,0%,3,0%,5,0%,,14,50%,6,17%,20,40%
2019,northwest territories,7,16,8,Tyanna Bain,Right,Fourth,,5,65%,3,67%,8,66%,,5,60%,3,67%,8,63%,,10,63%,6,67%,16,64%
2019,northwest territories,7,16,8,Pearl Gillis,Left,Third,,0,0%,1,100%,1,100%,,3,100%,12,60%,15,68%,,3,100%,13,63%,16,70%
2019,northwest territories,7,16,8,Mataya Gillis,Right,Second,,3,50%,2,100%,5,70%,,7,75%,4,50%,11,66%,,10,68%,6,67%,16,67%
2019,northwest territories,7,16,8,Adrianna Hendrick,,Lead,,5,45%,2,50%,7,46%,,4,50%,5,40%,9,44%,,9,47%,7,43%,16,45%
2019,northwest territories,7,18,9,Tyanna Bain,Right,Fourth,,4,56%,1,0%,5,45%,,6,63%,8,75%,14,70%,,10,60%,9,67%,19,63%
2019,northwest territories,7,18,9,Pearl Gillis,Left,Third,,1,0%,3,50%,4,38%,,11,59%,5,70%,16,63%,,12,54%,8,63%,20,58%
2019,northwest territories,7,18,9,Mataya Gillis,Right,Second,,2,75%,0,0%,2,75%,,7,75%,11,48%,18,58%,,9,75%,11,48%,20,60%
2019,northwest territories,7,18,9,Adrianna Hendrick,,Lead,,10,30%,2,63%,12,35%,,5,75%,3,50%,8,66%,,15,45%,5,55%,20,48%
2019,nova scotia,3,3,1,Kaitlyn Jones,Right,Fourth,,5,75%,5,90%,10,83%,,6,92%,2,100%,8,94%,,11,84%,7,93%,18,88%
2019,nova scotia,3,3,1,Lauren Lenentine,Right,Third,,5,65%,5,95%,10,80%,,4,75%,6,63%,10,68%,,9,69%,11,77%,20,74%
2019,nova scotia,3,3,1,Karlee Burgess,Right,Second,,5,60%,5,90%,10,75%,,5,90%,5,80%,10,85%,,10,75%,10,85%,20,80%
2019,nova scotia,3,3,1,Lindsey Burgess,Right,Lead,,2,50%,13,71%,15,68%,,2,50%,3,50%,5,50%,,4,50%,16,67%,20,64%
2019,nova scotia,3,4,2,Kaitlyn Jones,Right,Fourth,,2,88%,4,56%,6,67%,,8,78%,6,67%,14,73%,,10,80%,10,63%,20,71%
2019,nova scotia,3,4,2,Lauren Lenentine,Right,Third,,4,75%,3,75%,7,75%,,5,65%,8,94%,13,83%,,9,69%,11,89%,20,80%
2019,nova scotia,3,4,2,Karlee Burgess,Right,Second,,4,63%,3,100%,7,79%,,5,80%,8,81%,13,81%,,9,72%,11,86%,20,80%
2019,nova scotia,3,4,2,Lindsey Burgess,Right,Lead,,7,89%,7,79%,14,84%,,0,0%,5,80%,5,80%,,7,89%,12,79%,19,83%
2019,nova scotia,3,7,3,Kaitlyn Jones,Right,Fourth,,5,50%,8,97%,13,79%,,3,50%,4,75%,7,64%,,8,50%,12,90%,20,74%
2019,nova scotia,3,7,3,Lauren Lenentine,Right,Third,,8,91%,1,100%,9,92%,,7,89%,4,100%,11,93%,,15,90%,5,100%,20,93%
2019,nova scotia,3,7,3,Karlee Burgess,Right,Second,,5,80%,3,67%,8,75%,,4,100%,8,97%,12,98%,,9,89%,11,89%,20,89%
2019,nova scotia,3,7,3,Lindsey Burgess,Right,Lead,,9,83%,9,78%,18,81%,,1,100%,1,0%,2,50%,,10,85%,10,70%,20,78%
